Close	High	Low	Open	Volume	datetime	companyName	SMA20	SMA40	pivotHigh	pivotLow	isPivot	rcb01_01
420.5700073242188	420.7200012207031	419.7999877929688	420.0950012207031	16728982	2023-05-19 13:30:00+00:00	SPY						0
418.510009765625	420.7200012207031	418.510009765625	420.5499877929688	19648625	2023-05-19 14:30:00+00:00	SPY						0
418.2200012207031	419.1799926757813	417.3500061035156	418.510009765625	15746240	2023-05-19 15:30:00+00:00	SPY						0
418.760009765625	419.05999755859375	417.5	418.2099914550781	7289362	2023-05-19 16:30:00+00:00	SPY						0
417.8782043457031	418.8800048828125	417.4700012207031	418.7699890136719	8049531	2023-05-19 17:30:00+00:00	SPY						0
418.1828918457031	418.7200012207031	417.68499755859375	417.8550109863281	9134142	2023-05-19 18:30:00+00:00	SPY						0
418.6099853515625	418.989990234375	417.989990234375	418.18499755859375	13300878	2023-05-19 19:30:00+00:00	SPY						0
419.1310119628906	420.3900146484375	417.3500061035156	418.6400146484375	15421235	2023-05-22 13:30:00+00:00	SPY						0
419.2908020019531	419.3999938964844	418.0299987792969	419.1499938964844	6914360	2023-05-22 14:30:00+00:00	SPY						0
418.8949890136719	419.5	418.68499755859375	419.2999877929688	5071874	2023-05-22 15:30:00+00:00	SPY						0
419.114990234375	419.4299926757813	418.25	418.9010009765625	5854111	2023-05-22 16:30:00+00:00	SPY						0
419.6950073242188	419.7099914550781	419.0700073242188	419.0799865722656	5171334	2023-05-22 17:30:00+00:00	SPY			419.7109914550781		1.0	0
419.0450134277344	420.239990234375	418.760009765625	419.7000122070313	8618088	2023-05-22 18:30:00+00:00	SPY						0
418.7699890136719	419.0899963378906	418.4049987792969	419.0450134277344	8098338	2023-05-22 19:30:00+00:00	SPY						0
417.7300109863281	418.1300048828125	416.8399963378906	417.0799865722656	11710198	2023-05-23 13:30:00+00:00	SPY						0
417.8800048828125	418.0199890136719	417.1499938964844	417.7300109863281	5523166	2023-05-23 14:30:00+00:00	SPY						0
417.2300109863281	418.0299987792969	417.1499938964844	417.8900146484375	6271232	2023-05-23 15:30:00+00:00	SPY						0
415.7900085449219	417.3399963378906	415.7099914550781	417.239990234375	11896334	2023-05-23 16:30:00+00:00	SPY						0
414.3450012207031	416.25	413.6799926757813	415.7900085449219	13756615	2023-05-23 17:30:00+00:00	SPY						0
414.75	414.9067993164063	413.885009765625	414.3450012207031	10937247	2023-05-23 18:30:00+00:00	SPY	418.1198974609375					0
414.0899963378906	415.0799865722656	414.0499877929688	414.760009765625	14098733	2023-05-23 19:30:00+00:00	SPY	417.79589691162107					0
410.6600036621094	412.489990234375	410.2999877929688	412.4200134277344	16404435	2023-05-24 13:30:00+00:00	SPY	417.4033966064453					0
411.2099914550781	411.9299926757813	410.1500854492188	410.6600036621094	11025498	2023-05-24 14:30:00+00:00	SPY	417.0528961181641					0
410.010009765625	411.375	409.8794860839844	411.2149963378906	10085589	2023-05-24 15:30:00+00:00	SPY	416.6153961181641			409.8784860839844	2.0	0
410.4700012207031	410.9800109863281	409.8900146484375	410.0199890136719	5839117	2023-05-24 16:30:00+00:00	SPY	416.24498596191404					0
410.2999877929688	411.5700073242188	410.1799926757813	410.4599914550781	6880027	2023-05-24 17:30:00+00:00	SPY	415.85084075927733					0
411.9800109863281	412.30999755859375	410.1300048828125	410.2950134277344	9893849	2023-05-24 18:30:00+00:00	SPY	415.51934204101565					0
411.0799865722656	412.8200073242188	410.739990234375	411.9800109863281	15196959	2023-05-24 19:30:00+00:00	SPY	415.1167907714844					0
413.1300048828125	414.7999877929688	412.41009521484375	414.739990234375	19501728	2023-05-25 13:30:00+00:00	SPY	414.80875091552736					0
413.6000061035156	414.6300048828125	412.681396484375	413.1600036621094	10729046	2023-05-25 14:30:00+00:00	SPY	414.5440017700195					0
414.17669677734375	414.5499877929688	412.5899963378906	413.6099853515625	11100176	2023-05-25 15:30:00+00:00	SPY	414.29708709716795					0
414.6799926757813	414.9200134277344	413.489990234375	414.11419677734375	7139978	2023-05-25 16:30:00+00:00	SPY	414.0463363647461					0
415.0700073242188	416.1600036621094	414.5	414.6799926757813	10121852	2023-05-25 17:30:00+00:00	SPY	413.8475860595703					0
415.2900085449219	415.510009765625	413.8200073242188	415.0700073242188	9181369	2023-05-25 18:30:00+00:00	SPY	413.6735870361328					0
414.6199951171875	415.6799926757813	414.5400085449219	415.2900085449219	13239996	2023-05-25 19:30:00+00:00	SPY	413.5180862426758					0
419.19189453125	419.1998901367188	415.25	415.3299865722656	18142440	2023-05-26 13:30:00+00:00	SPY	413.5836807250977					0
418.5499877929688	419.80999755859375	418.2799072265625	419.2000122070313	13870980	2023-05-26 14:30:00+00:00	SPY	413.64967956542966					0
419.8299865722656	419.8299865722656	418.5199890136719	418.5499877929688	7810223	2023-05-26 15:30:00+00:00	SPY	413.8516784667969					0
419.6199951171875	420.0299987792969	419.2900085449219	419.8299865722656	6285836	2023-05-26 16:30:00+00:00	SPY	414.1154281616211					0
419.7999877929688	419.9299926757813	419.0499877929688	419.6400146484375	5652239	2023-05-26 17:30:00+00:00	SPY	414.36792755126953	416.2439125061035				0
420.159912109375	420.7699890136719	419.760009765625	419.7999877929688	9497513	2023-05-26 18:30:00+00:00	SPY	414.6714233398437	416.2336601257324				0
420.0	420.489990234375	419.7799987792969	420.1600036621094	14780164	2023-05-26 19:30:00+00:00	SPY	415.13842315673827	416.2709098815918				0
420.6900024414063	422.5799865722656	420.1900024414063	422.0400085449219	16365286	2023-05-30 13:30:00+00:00	SPY	415.6124237060547	416.33265991210936	422.5809865722656		1.0	0
420.4501037597656	421.2799987792969	419.6799926757813	420.6900024414063	7671168	2023-05-30 14:30:00+00:00	SPY	416.1344284057617	416.3749122619629				0
420.1000061035156	421.0199890136719	419.9509887695313	420.4700012207031	5933103	2023-05-30 15:30:00+00:00	SPY	416.61592864990234	416.4304573059082				0
419.4249877929688	420.5499877929688	419.2900085449219	420.1099853515625	6582032	2023-05-30 16:30:00+00:00	SPY	417.07217864990236	416.46150970458984				0
420.0499877929688	420.1600036621094	418.7349853515625	419.4200134277344	8285029	2023-05-30 17:30:00+00:00	SPY	417.4756774902344	416.497509765625				0
420.2799987792969	420.9750061035156	419.7799987792969	420.05999755859375	8962275	2023-05-30 18:30:00+00:00	SPY	417.93567810058596	416.52623443603517				0
420.1600036621094	420.6000061035156	419.6180114746094	420.2749938964844	11579416	2023-05-30 19:30:00+00:00	SPY	418.2871780395508	416.54796447753904				0
416.8778076171875	419.2200012207031	416.4599914550781	418.4400024414063	15711885	2023-05-31 13:30:00+00:00	SPY	418.45106811523436	416.49753494262694				0
416.2768859863281	417.2099914550781	416.2699890136719	416.8699951171875	9442124	2023-05-31 14:30:00+00:00	SPY	418.5560775756836	416.4265823364258		416.2689890136719	2.0	0
416.7701110839844	417.1900024414063	416.2200012207031	416.2799987792969	5644300	2023-05-31 15:30:00+00:00	SPY	418.66058349609375	416.35345993041994				0
417.6199951171875	417.6199951171875	416.4400024414063	416.7799987792969	5585892	2023-05-31 16:30:00+00:00	SPY	418.7880828857422	416.3178344726563				0
418.5700073242188	418.7200012207031	417.3900146484375	417.6199951171875	10200183	2023-05-31 17:30:00+00:00	SPY	418.952082824707	416.3128349304199				0
418.2099914550781	418.6799926757813	417.5799865722656	418.5799865722656	9872668	2023-05-31 18:30:00+00:00	SPY	419.13158264160154	416.3248344421387				0
417.8299865722656	419.1300048828125	417.5700073242188	418.1300048828125	30658548	2023-05-31 19:30:00+00:00	SPY	419.06348724365233	416.323583984375				0
418.010009765625	418.75	416.7900085449219	418.0899963378906	15913691	2023-06-01 13:30:00+00:00	SPY	419.03648834228517	416.34308395385744				0
420.1700134277344	420.30999755859375	417.8699951171875	418.010009765625	11713198	2023-06-01 14:30:00+00:00	SPY	419.0534896850586	416.45258407592775				0
421.739990234375	421.8450012207031	420.0899963378906	420.1799926757813	11416722	2023-06-01 15:30:00+00:00	SPY	419.159489440918	416.63745880126953				0
