Close	High	Low	Open	Volume	companyName	SMA20	SMA40	pivotHigh	pivotLow	isPivot	rcb01_01	isBreakOutIni	isBreakOutFinal	caso	datetime
420.5700073242188	420.7200012207031	419.7999877929688	420.0950012207031	16728982	SPY						0				2023-05-19 13:30:00+00:00
418.510009765625	420.7200012207031	418.510009765625	420.5499877929688	19648625	SPY						0				2023-05-19 14:30:00+00:00
418.2200012207031	419.1799926757813	417.3500061035156	418.510009765625	15746240	SPY						0				2023-05-19 15:30:00+00:00
418.760009765625	419.05999755859375	417.5	418.2099914550781	7289362	SPY						0				2023-05-19 16:30:00+00:00
417.8782043457031	418.8800048828125	417.4700012207031	418.7699890136719	8049531	SPY						0				2023-05-19 17:30:00+00:00
418.1828918457031	418.7200012207031	417.68499755859375	417.8550109863281	9134142	SPY						0				2023-05-19 18:30:00+00:00
418.6099853515625	418.989990234375	417.989990234375	418.18499755859375	13300878	SPY						0				2023-05-19 19:30:00+00:00
419.1310119628906	420.3900146484375	417.3500061035156	418.6400146484375	15421235	SPY						0				2023-05-22 13:30:00+00:00
419.2908020019531	419.3999938964844	418.0299987792969	419.1499938964844	6914360	SPY						0				2023-05-22 14:30:00+00:00
418.8949890136719	419.5	418.68499755859375	419.2999877929688	5071874	SPY						0				2023-05-22 15:30:00+00:00
419.114990234375	419.4299926757813	418.25	418.9010009765625	5854111	SPY						0				2023-05-22 16:30:00+00:00
419.6950073242188	419.7099914550781	419.0700073242188	419.0799865722656	5171334	SPY			419.7109914550781		1.0	0				2023-05-22 17:30:00+00:00
419.0450134277344	420.239990234375	418.760009765625	419.7000122070313	8618088	SPY						0				2023-05-22 18:30:00+00:00
418.7699890136719	419.0899963378906	418.4049987792969	419.0450134277344	8098338	SPY						0				2023-05-22 19:30:00+00:00
417.7300109863281	418.1300048828125	416.8399963378906	417.0799865722656	11710198	SPY						0				2023-05-23 13:30:00+00:00
417.8800048828125	418.0199890136719	417.1499938964844	417.7300109863281	5523166	SPY						0				2023-05-23 14:30:00+00:00
417.2300109863281	418.0299987792969	417.1499938964844	417.8900146484375	6271232	SPY						0				2023-05-23 15:30:00+00:00
415.7900085449219	417.3399963378906	415.7099914550781	417.239990234375	11896334	SPY						0				2023-05-23 16:30:00+00:00
414.3450012207031	416.25	413.6799926757813	415.7900085449219	13756615	SPY						0				2023-05-23 17:30:00+00:00
414.75	414.9067993164063	413.885009765625	414.3450012207031	10937247	SPY	418.1198974609375					0				2023-05-23 18:30:00+00:00
414.0899963378906	415.0799865722656	414.0499877929688	414.760009765625	14098733	SPY	417.79589691162107					0				2023-05-23 19:30:00+00:00
410.6600036621094	412.489990234375	410.2999877929688	412.4200134277344	16404435	SPY	417.4033966064453					0				2023-05-24 13:30:00+00:00
411.2099914550781	411.9299926757813	410.1500854492188	410.6600036621094	11025498	SPY	417.0528961181641					0				2023-05-24 14:30:00+00:00
410.010009765625	411.375	409.8794860839844	411.2149963378906	10085589	SPY	416.6153961181641			409.8784860839844	2.0	0				2023-05-24 15:30:00+00:00
410.4700012207031	410.9800109863281	409.8900146484375	410.0199890136719	5839117	SPY	416.24498596191404					0				2023-05-24 16:30:00+00:00
410.2999877929688	411.5700073242188	410.1799926757813	410.4599914550781	6880027	SPY	415.85084075927733					0				2023-05-24 17:30:00+00:00
411.9800109863281	412.30999755859375	410.1300048828125	410.2950134277344	9893849	SPY	415.51934204101565					0				2023-05-24 18:30:00+00:00
411.0799865722656	412.8200073242188	410.739990234375	411.9800109863281	15196959	SPY	415.1167907714844					0				2023-05-24 19:30:00+00:00
413.1300048828125	414.7999877929688	412.41009521484375	414.739990234375	19501728	SPY	414.80875091552736					0				2023-05-25 13:30:00+00:00
413.6000061035156	414.6300048828125	412.681396484375	413.1600036621094	10729046	SPY	414.5440017700195					0				2023-05-25 14:30:00+00:00
414.17669677734375	414.5499877929688	412.5899963378906	413.6099853515625	11100176	SPY	414.29708709716795					0				2023-05-25 15:30:00+00:00
414.6799926757813	414.9200134277344	413.489990234375	414.11419677734375	7139978	SPY	414.0463363647461					0				2023-05-25 16:30:00+00:00
415.0700073242188	416.1600036621094	414.5	414.6799926757813	10121852	SPY	413.8475860595703					0				2023-05-25 17:30:00+00:00
415.2900085449219	415.510009765625	413.8200073242188	415.0700073242188	9181369	SPY	413.6735870361328					0				2023-05-25 18:30:00+00:00
414.6199951171875	415.6799926757813	414.5400085449219	415.2900085449219	13239996	SPY	413.5180862426758					0				2023-05-25 19:30:00+00:00
419.19189453125	419.1998901367188	415.25	415.3299865722656	18142440	SPY	413.5836807250977					0				2023-05-26 13:30:00+00:00
418.5499877929688	419.80999755859375	418.2799072265625	419.2000122070313	13870980	SPY	413.64967956542966					0				2023-05-26 14:30:00+00:00
419.8299865722656	419.8299865722656	418.5199890136719	418.5499877929688	7810223	SPY	413.8516784667969					0				2023-05-26 15:30:00+00:00
419.6199951171875	420.0299987792969	419.2900085449219	419.8299865722656	6285836	SPY	414.1154281616211					0				2023-05-26 16:30:00+00:00
419.7999877929688	419.9299926757813	419.0499877929688	419.6400146484375	5652239	SPY	414.36792755126953	416.2439125061035				0				2023-05-26 17:30:00+00:00
420.159912109375	420.7699890136719	419.760009765625	419.7999877929688	9497513	SPY	414.6714233398437	416.2336601257324				0				2023-05-26 18:30:00+00:00
420.0	420.489990234375	419.7799987792969	420.1600036621094	14780164	SPY	415.13842315673827	416.2709098815918				0				2023-05-26 19:30:00+00:00
420.6900024414063	422.5799865722656	420.1900024414063	422.0400085449219	16365286	SPY	415.6124237060547	416.33265991210936	422.5809865722656		1.0	0				2023-05-30 13:30:00+00:00
420.4501037597656	421.2799987792969	419.6799926757813	420.6900024414063	7671168	SPY	416.1344284057617	416.3749122619629				0				2023-05-30 14:30:00+00:00
420.1000061035156	421.0199890136719	419.9509887695313	420.4700012207031	5933103	SPY	416.61592864990234	416.4304573059082				0				2023-05-30 15:30:00+00:00
419.4249877929688	420.5499877929688	419.2900085449219	420.1099853515625	6582032	SPY	417.07217864990236	416.46150970458984				0				2023-05-30 16:30:00+00:00
420.0499877929688	420.1600036621094	418.7349853515625	419.4200134277344	8285029	SPY	417.4756774902344	416.497509765625				0				2023-05-30 17:30:00+00:00
420.2799987792969	420.9750061035156	419.7799987792969	420.05999755859375	8962275	SPY	417.93567810058596	416.52623443603517				0				2023-05-30 18:30:00+00:00
420.1600036621094	420.6000061035156	419.6180114746094	420.2749938964844	11579416	SPY	418.2871780395508	416.54796447753904				0				2023-05-30 19:30:00+00:00
416.8778076171875	419.2200012207031	416.4599914550781	418.4400024414063	15711885	SPY	418.45106811523436	416.49753494262694				0				2023-05-31 13:30:00+00:00
416.2768859863281	417.2099914550781	416.2699890136719	416.8699951171875	9442124	SPY	418.5560775756836	416.4265823364258		416.2689890136719	2.0	0				2023-05-31 14:30:00+00:00
416.7701110839844	417.1900024414063	416.2200012207031	416.2799987792969	5644300	SPY	418.66058349609375	416.35345993041994				0				2023-05-31 15:30:00+00:00
417.6199951171875	417.6199951171875	416.4400024414063	416.7799987792969	5585892	SPY	418.7880828857422	416.3178344726563				0				2023-05-31 16:30:00+00:00
418.5700073242188	418.7200012207031	417.3900146484375	417.6199951171875	10200183	SPY	418.952082824707	416.3128349304199				0				2023-05-31 17:30:00+00:00
418.2099914550781	418.6799926757813	417.5799865722656	418.5799865722656	9872668	SPY	419.13158264160154	416.3248344421387				0				2023-05-31 18:30:00+00:00
417.8299865722656	419.1300048828125	417.5700073242188	418.1300048828125	30658548	SPY	419.06348724365233	416.323583984375				0				2023-05-31 19:30:00+00:00
418.010009765625	418.75	416.7900085449219	418.0899963378906	15913691	SPY	419.03648834228517	416.34308395385744				0				2023-06-01 13:30:00+00:00
420.1700134277344	420.30999755859375	417.8699951171875	418.010009765625	11713198	SPY	419.0534896850586	416.45258407592775				0				2023-06-01 14:30:00+00:00
421.739990234375	421.8450012207031	420.0899963378906	420.1799926757813	11416722	SPY	419.159489440918	416.63745880126953				0				2023-06-01 15:30:00+00:00
421.5	421.9399108886719	421.2625122070313	421.75	7445901	SPY	419.2444900512695	416.8062088012695				0				2023-06-01 16:30:00+00:00
422.0400085449219	422.2200012207031	421.30999755859375	421.5	5386516	SPY	419.3384948730469	417.0049591064453				0				2023-06-01 17:30:00+00:00
421.8999938964844	422.9200134277344	421.7900085449219	422.0450134277344	12389994	SPY	419.4334945678711	417.2859588623047				0				2023-06-01 18:30:00+00:00
421.80999755859375	421.9800109863281	420.8699951171875	421.8949890136719	15350720	SPY	419.48949432373047	417.55095901489256				0				2023-06-01 19:30:00+00:00
425.510009765625	426.375	423.9500122070313	424.5	20352968	SPY	419.74248962402345	417.9384590148926				0				2023-06-02 13:30:00+00:00
427.5450134277344	427.6900024414063	425.1400146484375	425.510009765625	12221534	SPY	420.1147399902344	418.36533432006837				0				2023-06-02 14:30:00+00:00
427.4465026855469	427.6900024414063	426.760009765625	427.55999755859375	8755850	SPY	420.5158157348633	418.7939971923828				0				2023-06-02 15:30:00+00:00
428.260009765625	428.385009765625	427.2900085449219	427.4400024414063	7488936	SPY	420.9263168334961	419.20099716186525				0				2023-06-02 16:30:00+00:00
427.9223937988281	428.3399963378906	427.4700012207031	428.2699890136719	7860925	SPY	421.30843658447264	419.6220573425293				0				2023-06-02 17:30:00+00:00
428.0950012207031	428.739990234375	427.8800048828125	427.9223937988281	8045398	SPY	421.70518646240237	419.9961822509766				0				2023-06-02 18:30:00+00:00
427.9200134277344	428.3999938964844	427.7099914550781	428.0950012207031	16908537	SPY	422.2572967529297	420.354182434082				0				2023-06-02 19:30:00+00:00
427.8800048828125	429.6700134277344	427.6300048828125	428.3599853515625	11126454	SPY	422.8374526977539	420.69676513671874				0				2023-06-05 13:30:00+00:00
428.8999938964844	428.9800109863281	427.7828063964844	427.885009765625	14162419	SPY	423.4439468383789	421.0522651672363				0				2023-06-05 14:30:00+00:00
429.2786865234375	429.4700012207031	428.510009765625	428.8999938964844	1103580	SPY	424.0268814086914	421.4074821472168	429.4710012207031		1.0	0				2023-06-05 15:30:00+00:00
428.5101013183594	429.6199951171875	428.2900085449219	429.2900085449219	5472589	SPY	424.5238861083984	421.73798446655275				0				2023-06-05 16:30:00+00:00
427.9989013671875	428.5650024414063	427.6799926757813	428.5450134277344	7295717	SPY	425.0133316040039	422.07245712280275				0				2023-06-05 17:30:00+00:00
427.1799926757813	428.0698852539063	426.3699951171875	428.0	12007462	SPY	425.4808319091797	422.272159576416				0				2023-06-05 18:30:00+00:00
427.0799865722656	427.7000122070313	426.9800109863281	427.1899108886719	10071719	SPY	425.93433074951173	422.48540954589845				0				2023-06-05 19:30:00+00:00
427.42138671875	427.6300048828125	425.989990234375	426.6700134277344	10780330	SPY	426.2968994140625	422.67519454956056				0				2023-06-06 13:30:00+00:00
427.4599914550781	428.4450073242188	426.8599853515625	427.4299926757813	9621054	SPY	426.58289947509763	422.87119445800784				0				2023-06-06 14:30:00+00:00
427.6300048828125	428.4500122070313	427.4200134277344	427.4779968261719	5416630	SPY	426.88939971923827	423.0669448852539				0				2023-06-06 15:30:00+00:00
427.2300109863281	427.8599853515625	426.7300109863281	427.6400146484375	6338604	SPY	427.1488998413086	423.2436973571777				0				2023-06-06 16:30:00+00:00
427.3949890136719	427.4299926757813	426.5650024414063	427.2300109863281	6057235	SPY	427.423649597168	423.4285720825195				0				2023-06-06 17:30:00+00:00
428.1099853515625	428.1900024414063	427.2699890136719	427.3999938964844	6906843	SPY	427.73864898681643	423.61407165527345				0				2023-06-06 18:30:00+00:00
428.0400085449219	428.4500122070313	427.4800109863281	428.1199951171875	11491107	SPY	427.8651489257812	423.80381927490237				0				2023-06-06 19:30:00+00:00
428.385009765625	429.6199951171875	427.9599914550781	428.4400024414063	14472767	SPY	427.90714874267576	424.0109443664551				0				2023-06-07 13:30:00+00:00
427.7491149902344	428.6579895019531	427.2099914550781	428.3800048828125	10393798	SPY	427.92227935791016	424.2190475463867				0				2023-06-07 14:30:00+00:00
426.8599853515625	428.2000122070313	426.6549987792969	427.760009765625	9356887	SPY	427.852278137207	424.38929748535156				0				2023-06-07 15:30:00+00:00
426.55999755859375	427.5499877929688	426.1400146484375	426.8699951171875	7982012	SPY	427.78415832519534	424.54629745483396		426.1390146484375	2.0	0				2023-06-07 16:30:00+00:00
427.0082092285156	427.3949890136719	426.1099853515625	426.55999755859375	7706926	SPY	427.7298187255859	424.71750259399414				0				2023-06-07 17:30:00+00:00
426.9100036621094	427.25	426.2799987792969	427.0050048828125	6893545	SPY	427.6793182373047	424.9683074951172				0				2023-06-07 18:30:00+00:00
426.5899963378906	427.1499938964844	426.114990234375	426.8299865722656	17682622	SPY	427.6148178100586	425.22613525390625				0				2023-06-07 19:30:00+00:00
427.3900146484375	427.4599914550781	425.8200073242188	426.6199951171875	11219051	SPY	427.53931884765626	425.49163284301756				0				2023-06-08 13:30:00+00:00
428.260009765625	428.2673034667969	426.9400024414063	427.3999938964844	7225977	SPY	427.48838500976564	425.7576332092285				0				2023-06-08 14:30:00+00:00
429.1000061035156	429.2000122070313	427.7099914550781	428.25	7149094	SPY	427.51788024902345	426.02088317871096				0				2023-06-08 15:30:00+00:00
428.3900146484375	429.1199951171875	428.3200988769531	429.0950012207031	5801522	SPY	427.5374359130859	426.27538375854493				0				2023-06-08 16:30:00+00:00
428.6749877929688	428.7099914550781	427.7099914550781	428.3900146484375	6463937	SPY	427.6121856689453	426.5465087890625				0				2023-06-08 17:30:00+00:00
428.95159912109375	429.2099914550781	428.6799926757813	428.6799926757813	6941749	SPY	427.70576629638674	426.8200485229492				0				2023-06-08 18:30:00+00:00
429.1300048828125	429.6000061035156	428.8150024414063	428.9700012207031	9195264	SPY	427.7911972045898	427.0440483093262				0				2023-06-08 19:30:00+00:00
431.7900085449219	431.8999938964844	429.9200134277344	429.9599914550781	15568292	SPY	428.00769805908203	427.29529876708983	431.90099389648435		1.0	0				2023-06-09 13:30:00+00:00
429.8699951171875	431.989990234375	429.7000122070313	431.7900085449219	14074815	SPY	428.1196975708008	427.50454864501955				0			1.0	2023-06-09 14:30:00+00:00
429.2049865722656	430.25	428.8800048828125	429.8599853515625	10133450	SPY	428.2184463500977	427.6836730957031				0			1.0	2023-06-09 15:30:00+00:00
430.1549987792969	430.1600036621094	428.8699951171875	429.2049865722656	6677953	SPY	428.35644683837893	427.8900482177734				0			1.0	2023-06-09 16:30:00+00:00
430.4200134277344	430.7799987792969	430.1099853515625	430.152587890625	7742047	SPY	428.4719482421875	428.105298614502				0			1.0	2023-06-09 17:30:00+00:00
430.1300048828125	430.5	429.7300109863281	430.4299926757813	6582956	SPY	428.57644805908205	428.22079849243164				0			1.0	2023-06-09 18:30:00+00:00
